,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,intent
344,OlympicsKe,"The Official handle for The National Olympic Committee - Kenya

We are #TeamKenya 🇰🇪",Kenya,356,2941,3725,2018-02-10 07:07:24,2020-11-18 06:16:03,1,"#PowerUpYourFuture  Matters Personal Finance. How do you manage your finances as an athlete?
Facilitated by @KCBGroup 
@Athlete365 https://t.co/0eYhVkkVFU","[{'text': 'PowerUpYourFuture', 'indices': [0, 18]}]",N/A
345,sidiodhiambo,I champion progress of individuals in leadership at all levels in Africa.,,606,1992,15072,2010-02-18 15:08:54,2020-11-18 06:15:29,28,"#GoAhead is believing ukitaka kwenda far, you need to carry your squad with you. That’s why tumejenga watu wa biz by helping them restructure their loans and give them flexibility to borrow so they can continue to adapt and thrive. Read more https://t.co/AaeEyCmDFi https://t.co/Hw19s17NYF","[{'text': 'GoAhead', 'indices': [14, 22]}]",N/A
346,sidiodhiambo,I champion progress of individuals in leadership at all levels in Africa.,,606,1992,15072,2010-02-18 15:08:54,2020-11-18 06:15:24,12,"""In the region, KCB Group will be one of the few pioneer economies that will start investing in programmes from the private sector to support areas that have a big impact on climate change"" KCB Group CEO &amp; MD Joshua Oigara on the Bank's @theGCF accreditation https://t.co/YQ3tBkJzx4",[],N/A
347,SambuMathew,"software developer💯
@Official page",Kenya,172,82,25,2020-10-21 08:26:48,2020-11-18 06:15:23,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[],N/A
348,alykhansatchu,https://t.co/TSDvPIA9og Banker Interest rate Macro Geopolitical Africa that kind of thing,Nairobi,19338,574110,403013,2009-02-19 14:43:40,2020-11-18 06:15:00,2,".@KCBGroup likely to issue profit warning on Covid woes @BD_Africa https://t.co/jxWVa4v3V2

CEO  says there is little recovery happening in the fourth quarter of the year

share price data 
https://t.co/anQjKngXML",[],N/A
349,bayanjames1,"*Live's Operator*
*Arsenal is in my blood veins*
*ROYAL*
*Youth for Youth💓*

*bayanjames44@gmail.com*","Kasarani, Kenya",1006,514,4089,2014-05-15 14:01:47,2020-11-18 06:12:24,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
350,rmajab,"Alumni -birthplace of free speech movement.
Data Scientist.",,1064,837,58293,2017-03-06 12:25:39,2020-11-18 06:12:08,0,@mmnjug @KCBGroup But Oigara is most definitely NOT getting a salary cut or bonus cut 😂,[],N/A
351,Mwirigi,"I Drive Cars and Talk About Them.

Co-Host of @CBBT_TV (6:30pm, Sundays on @KTNHome_).

I ♥️ NBI.

This Twitter Account Is Based On a True Story.","Nairobi, Kenya",6856,47347,402127,2008-09-26 04:20:50,2020-11-18 06:07:43,1,.@KCBGroup might be issuing a profit warning due to depressed income brought about by Covid-19 pandemic https://t.co/1rdRMBPii7,[],N/A
352,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370114,2009-04-08 07:48:10,2020-11-18 06:05:13,1,.@KCBGroup might be issuing a profit warning due to depressed income brought about by Covid-19 pandemic https://t.co/1rdRMBPii7,[],N/A
353,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370114,2009-04-08 07:48:10,2020-11-18 06:02:37,2,This is a year of survival. This is not a year to thrive. It is a year to try and hold your business and support customers. @KCBGroup's Mr Oigara.,[],N/A
354,Japhetkiproti16,Patriotic,,181,110,172,2020-06-01 16:59:07,2020-11-18 06:02:14,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[],N/A
355,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370114,2009-04-08 07:48:10,2020-11-18 06:00:53,0,.@KCBGroup has so far restructured loans worth Sh105 billion or 18.2 percent of its loan book to accommodate customers seeking repayment holidays and longer tenures.,[],N/A
356,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370114,2009-04-08 07:48:10,2020-11-18 06:00:06,0,.@KCBGroup net profit to September fell by 43.1 percent to Sh10.8 billion as the lender raised its provision for potential loan losses 3.4 times to Sh20 billion to reflect the economic hardships facing borrowers.,[],N/A
357,wanyagakusu,"Winner of the 2016 Global Research Nurse Award,
Maternal and Child Health Nurse, Bread crust addict, free spirit",Nairobi,468,338,765,2011-10-29 08:21:41,2020-11-18 05:59:37,0,@KCBGroup @daktari1 Thank you for always walking with us,[],N/A
358,mnandii,A student of Elliott Wave Principle and Socionomics,,526,564,2466,2010-08-16 18:48:04,2020-11-18 05:56:53,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
359,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370114,2009-04-08 07:48:10,2020-11-18 05:52:20,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
360,Ndabakariuki,INTROVERT,"Runda, Kenya",1073,1111,7960,2012-11-30 16:35:11,2020-11-18 05:37:06,0,@KCBGroup we are cool kids 😆😊😊,[],N/A
361,MaudhuiHouse,We go wherever the story leads. newsroom@maudhui.co.ke,"Nairobi, Kenya",7961,10122,8456,2017-12-24 10:48:00,2020-11-18 05:23:08,0,.@KCBGroup Managing Director Joshua Oigara said they will not be cutting staff numbers this year but are continuously looking at their staffing structure to give employees new roles in line with the digital reality.,[],N/A
362,benshiashia6,Proud To Be Kenyan|| Western (Kakamega County) Is My Motherland|| Fan @Classic 105|| Fan  Of Chelsea 💯|| Football Is My Food For Thought.,,14,20,63,2020-08-13 15:40:49,2020-11-18 05:10:54,0,"@KCBGroup Thanks for the info, what do I need to carry?",[],N/A
363,12tonykinyuah,"Registered nurse interested, in enterpreneurship, good governance physical ,social and emotional well being of everyone in society. prov 4:13",nairobi,379,157,3462,2012-01-13 17:38:08,2020-11-18 05:10:09,0,Hi @KCBGroup my issue still pending not resolved,[],N/A
364,benshiashia6,Proud To Be Kenyan|| Western (Kakamega County) Is My Motherland|| Fan @Classic 105|| Fan  Of Chelsea 💯|| Football Is My Food For Thought.,,14,20,63,2020-08-13 15:40:49,2020-11-18 05:07:00,0,"@KCBGroup I have two kids and i want to open Jumbo junior accountant for them, will I have to open two separate Jumbo junior accounts or i can open a joint Jumbo junior account for them?",[],N/A
365,brian_owino56,"Manager at Absa Bank of Kenya, Mbale Branch, Find me On: || https://t.co/UjaFRqXxul || Bryoo Ke. || https://t.co/GBEkMSPi5B || Upcoming CEO || @SafaricomPLC","Mbale, Kenya",413,1014,14295,2015-08-29 19:11:49,2020-11-18 04:52:06,0,Hello @KCBGroup thanks so much for birthday wishes. https://t.co/XBuX30XGjB,[],N/A
366,Moryn06568826,educated,,13,1,4,2019-10-16 19:13:47,2020-11-18 04:41:46,0,@KCBGroup Share for help🙏 https://t.co/sulyjoPnwf,[],N/A
367,Tee_Keay,"Doveryai, no proveryai.",+254,2236,1370,29986,2011-03-24 10:09:59,2020-11-18 04:34:51,0,"@KCBCare  the usual, kindly deal 👇 https://t.co/1DTDVVSALG",[],N/A
368,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370114,2009-04-08 07:48:10,2020-11-18 04:17:21,0,.@KCBGroup has moved to the High Court to enforce a Sh4.3 billion award against Nairobi County arising from a long-standing loan dispute the lender took over from @KeEquityBank https://t.co/aPsdVoVy9c,[],N/A
369,elimikatrust,"Working with policymakers, regulators, unions and other partners, we facilitate access to reliable, quality and sustainable education for all, at all levels","Nairobi, Kenya",71957,66481,27428,2014-07-07 13:19:34,2020-11-18 04:15:17,0,"FINANCING COMPRESSED term dates between 2021 to 2023, in recovering the lost 2020 schools academic year, means more pain for parents and guardians. Will banks come in with special school fees credit facilities? @kenyabankers @KeEquityBank @Coopbankenya @KCBGroup #ElimikaMashinani https://t.co/FS9u1DvIEA","[{'text': 'ElimikaMashinani', 'indices': [263, 280]}]",N/A
370,KavitaKE,...with enough gun powder to shoot down the moon. :-),NAIROBI,1658,794,3029,2012-12-30 16:23:51,2020-11-18 04:14:16,0,@KCBGroup Hi USSD is not working since 6am?,[],N/A
371,SaulJuma,an award winning stylist hair cut of the year 2014 and the best colorist of the year 2015 .. call in +254725684781 thank you .https://t.co/uNbjRbvvTg,kenya  nairobi.,909,1364,11064,2009-04-24 07:09:30,2020-11-18 04:14:09,0,@KCBGroup Smokie,[],N/A
372,Albaitar9,"stolzer Kenianer// Doktor der Pharmazie

Das ist mein Hof

HERE FOR LAUGHS. Views mine.","Nairobi, Isiolo, Oloosirkon",688,1719,7494,2015-07-23 11:55:16,2020-11-18 04:12:54,0,@KCBGroup Rolexxx of course,[],N/A
373,suleiman_ke,I cant change the world alone i need followers,Kenya,373,268,290,2020-10-21 07:09:54,2020-11-18 03:45:21,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[],N/A
374,JamesBritam,"Financial advisor working with britam https://t.co/GvzSVzsZ6I
I provide Need based Financial Solutions to the society by helping them acquire Financial freedom","Nairobi, Kenya",401,2960,33130,2018-05-23 15:00:41,2020-11-18 03:19:26,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[],N/A
375,Patrick97248218,political pundit,,130,6,134,2020-10-30 23:44:38,2020-11-18 03:01:53,0,@KCBGroup Terrorist,[],N/A
376,evanceo78336955,Admin@nursinghome.ravine/ravineglory healthcareservices,,76,13,15,2019-11-12 17:51:33,2020-11-18 02:41:46,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[],N/A
377,RONOHARNOLD1,,,455,15,25,2014-01-20 06:57:11,2020-11-18 01:35:07,0,@KCBGroup Reply inboxed,[],N/A
378,RONOHARNOLD1,,,455,15,25,2014-01-20 06:57:11,2020-11-18 01:34:27,1,"@RONOHARNOLD1 Hi, Please confirm the following for assistance:
- Full name
- Phone number registered
- ID number

 ^BW",[],N/A
379,alikatana17,Activist,"Mombasa, Kenya 🇰🇪 ",564,170,4450,2019-11-19 12:59:04,2020-11-18 01:07:53,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[],N/A
380,jackykariuki8,"Entertainment

 Lifestyle Music News


 Public Relation expert

IG:secretly_october follow to follow",Kenyan🇰🇪🇰🇪,2786,2798,35014,2017-11-15 21:01:32,2020-11-18 00:56:25,28,"#GoAhead is believing ukitaka kwenda far, you need to carry your squad with you. That’s why tumejenga watu wa biz by helping them restructure their loans and give them flexibility to borrow so they can continue to adapt and thrive. Read more https://t.co/AaeEyCmDFi https://t.co/Hw19s17NYF","[{'text': 'GoAhead', 'indices': [14, 22]}]",N/A
381,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-18 00:55:30,0,@KCBGroup But inform the higher that 5yrs is too much they should consider reviewing it,[],N/A
382,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-18 00:47:10,0,@KCBGroup Forever ama?,[],N/A
383,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-17 20:53:36,0,@KCBGroup Even when have cleared?,[],N/A
384,JamesMukaria6,to join hassler's,,111,38,27,2020-10-26 19:42:26,2020-11-17 20:52:03,0,@KCBGroup James https://t.co/UatwngnH1E,[],N/A
385,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-17 18:42:43,0,@KCBGroup Yes but I cleared  like two years ago.,[],N/A
386,MuiruKamau4,"Chair, MountKenya Student Association//Student Actuary//UON comrade//",Kenya,4632,2738,49850,2017-12-08 06:32:55,2020-11-17 18:29:44,12,"""In the region, KCB Group will be one of the few pioneer economies that will start investing in programmes from the private sector to support areas that have a big impact on climate change"" KCB Group CEO &amp; MD Joshua Oigara on the Bank's @theGCF accreditation https://t.co/YQ3tBkJzx4",[],N/A
387,Terah40142378,reading books,,35,3,13,2020-11-17 08:29:09,2020-11-17 18:28:27,0,"@KCBGroup Good,but how people like us in rural area of likuyan..sango of St Francis village benefit from the kcb group?",[],N/A
388,wakenyadpk,,,194,30,506,2014-11-15 11:38:38,2020-11-17 18:11:01,0,@KCBGroup What of the wasted youth?,[],N/A
389,wanyagakusu,"Winner of the 2016 Global Research Nurse Award,
Maternal and Child Health Nurse, Bread crust addict, free spirit",Nairobi,468,338,765,2011-10-29 08:21:41,2020-11-17 17:53:37,0,August 2016 I founded a chama with 11 colleagues. Setting aside 70 shillings per day was the best decision we made. We managed to acquire land. Currently we loan 250k to members. @KCBGroup Matuu you have walked with us @CKirubi @daktari1 your tweets and lessons inspire me alot,[],N/A
390,6footBarefoot,"Not Perfect .... Relax ...Exhale😊

Carpenter @pillowske #Upholstery #Furniture","nairobi, KENYA",1126,6261,160025,2011-04-14 14:33:34,2020-11-17 17:48:44,0,"@KCBGroup Lenah (branch manager KCB village market) is a STAR.  She sorted my issue in less than 24 hrs, please let her know I appreciate it. https://t.co/IBz83B6tgk",[],N/A
391,JUSTINT70229269,just c❤️medy 😂😂😂😂,https://youtu.be/PmiQ-XGz54c,78,151,3400,2020-08-19 02:58:45,2020-11-17 17:46:16,17,"Tunapita tu kuwaambia you can cop 10% back on every purchase when you shop with your KCB UnionPay Card. Msiseme hamkuambiwa! Kaende, kaende! Learn more https://t.co/yD642yhYeB #StaySafe #GoCashless",[],N/A
392,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:33:24,0,@KCBGroup * requesting,[],N/A
393,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:32:56,0,"@KCBGroup I’m father’s account has been hacked, using Mobile banking probably. He is currently in Ethiopia and has failed to reach you. He is requestyy that you put a block on the Debit acccess.",[],N/A
394,aloyce_mokaya,"LIVE IT,LOVE IT !
LET'S ALL SHARE FOR THE LOVE OF HUMANITY.
KENYA IS HOME WE HAVE NO SPARE LEFT. LE'TS FIX IT TOGETHER.","Kisii, Kenya",965,523,8877,2014-05-19 04:13:08,2020-11-17 17:23:04,0,@Nashupai @Toyota_Kenya @NCBABankKenya @AbsaKenya @Coopbankenya @FamilyBankKenya @imbankke @DTBKenya @MayfairCIB @KeEquityBank Where is @KCBGroup in this partnering?,[],N/A
395,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:20:15,0,@KCBGroup I have sent a DM,[],N/A
396,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:15:08,0,@KCBGroup How can a whole bank not have a toll free number. I’ m trying to contact you and it’s an emergency. You have used up my airtime twice now with your useless adverts.,[],N/A
397,hanselbwuoy,Engineer. footballer. 😍😍😍,Kenya,2250,460,351,2019-09-10 09:15:34,2020-11-17 17:07:07,0,@SafaricomPLC @KCBGroup @KeEquityBank Please help,[],N/A
398,MakokhaDr,"specialised in dentistry on restoration and oral health awareness..Education

A Gambler ⚽⚽","Mombasa, Kenya",4996,642,1556,2018-09-26 09:37:12,2020-11-17 16:57:37,12,"""In the region, KCB Group will be one of the few pioneer economies that will start investing in programmes from the private sector to support areas that have a big impact on climate change"" KCB Group CEO &amp; MD Joshua Oigara on the Bank's @theGCF accreditation https://t.co/YQ3tBkJzx4",[],N/A
399,KipangaN,But for my mum's prayers..,,99,14,89,2020-06-09 12:07:22,2020-11-17 16:49:31,0,@KCBGroup Done,[],N/A
